go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0009294,DNA-mediated transformation,525,2362304,525,7890361,3.3401124495407877,1.0179119651052149e-275,1.3769913392987725e-274,InterPro2GO
GO:0009379,Holliday junction helicase complex,456,2362304,456,7890361,3.3401124495407877,1.4176881308371963e-239,1.5868032124345267e-238,InterPro2GO
GO:0005839,proteasome core complex,145,2362304,145,7890361,3.3401124495407877,1.1305700584237556e-76,6.036094379720051e-76,InterPro2GO
GO:0004665,prephenate dehydrogenase (NADP+) activity,402,2362304,402,7890361,3.3401124495407877,2.7394298132820267e-211,2.733232008274601e-210,InterPro2GO
GO:0003714,transcription corepressor activity,69,2362304,69,7890361,3.3401124495407877,7.24740849998126e-37,2.8334283231309714e-36,InterPro2GO
GO:0030527,structural constituent of chromatin,580,2362304,580,7890361,3.3401124495407877,1.5737630059157262e-304,2.2680702144079583e-303,InterPro2GO
GO:0004629,phospholipase C activity,169,2362304,169,7890361,3.3401124495407877,3.0377187407623787e-89,1.7130869113506508e-88,InterPro2GO
GO:0030643,intracellular phosphate ion homeostasis,479,2362304,479,7890361,3.3401124495407877,1.2696734260873432e-251,1.5640390528059172e-250,InterPro2GO
GO:0030655,beta-lactam antibiotic catabolic process,251,2362304,251,7890361,3.3401124495407877,3.4034980223037093e-132,2.302059245147141e-131,InterPro2GO
GO:0016823,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances",65,2362304,65,7890361,3.3401124495407877,9.021138604949865e-35,3.4654373909258627e-34,InterPro2GO
GO:0016774,"phosphotransferase activity, carboxyl group as acceptor",921,2362304,921,7890361,3.3401124495407877,0.0,0.0,InterPro2GO
GO:0009358,polyphosphate kinase complex,258,2362304,258,7890361,3.3401124495407877,7.334472059200434e-136,5.0381653864601106e-135,InterPro2GO
GO:0009411,response to UV,145,2362304,145,7890361,3.3401124495407877,1.1305700584237556e-76,6.036094379720051e-76,InterPro2GO
GO:0008641,ubiquitin-like modifier activating enzyme activity,941,2362304,941,7890361,3.3401124495407877,0.0,0.0,InterPro2GO
GO:0009446,putrescine biosynthetic process,122,2362304,122,7890361,3.3401124495407877,1.2594952361184312e-64,6.24086965312616e-64,InterPro2GO
GO:0046373,L-arabinose metabolic process,281,2362304,281,7890361,3.3401124495407877,6.577591082049013e-148,4.86697595165036e-147,InterPro2GO
GO:0033179,"proton-transporting V-type ATPase, V0 domain",525,2362304,525,7890361,3.3401124495407877,1.0179119651052149e-275,1.3769913392987725e-274,InterPro2GO
