go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0000018,regulation of DNA recombination,37,32048,37,414490,12.933412381427859,7.215784645697709e-42,9.071272126019977e-41,TreeGrafter
GO:0035516,broad specificity oxidative DNA demethylase activity,13,32048,13,414490,12.933412381427859,3.5217129520498736e-15,2.0086807207988166e-14,TreeGrafter
GO:0019888,protein phosphatase regulator activity,14,32048,14,414490,12.933412381427859,2.721938115094481e-16,1.6601127513843566e-15,TreeGrafter
GO:0030020,extracellular matrix structural constituent conferring tensile strength,156,32048,156,414490,12.933412381427859,2.6382743254268435e-174,1.3001415875703486e-172,TreeGrafter
GO:0030198,extracellular matrix organization,186,32048,186,414490,12.933412381427859,1.0134116419543073e-207,1.0404359524064222e-205,TreeGrafter
GO:0030687,"preribosome, large subunit precursor",11,32048,11,414490,12.933412381427859,5.89478328654125e-13,2.9763823807454177e-12,TreeGrafter
GO:0005243,gap junction channel activity,14,32048,14,414490,12.933412381427859,2.721938115094481e-16,1.6601127513843566e-15,TreeGrafter
GO:0031398,positive regulation of protein ubiquitination,50,32048,50,414490,12.933412381427859,2.506215033177375e-56,3.7200685793668986e-55,TreeGrafter
GO:0032790,ribosome disassembly,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0004875,complement receptor activity,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0033550,MAP kinase tyrosine phosphatase activity,25,32048,25,414490,12.933412381427859,1.5974223623027898e-28,1.385932641096505e-27,TreeGrafter
GO:0034271,"phosphatidylinositol 3-kinase complex, class III, type I",9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0034272,"phosphatidylinositol 3-kinase complex, class III, type II",9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0034605,cellular response to heat,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0034976,response to endoplasmic reticulum stress,23,32048,23,414490,12.933412381427859,2.675678393227575e-26,2.2123730070176998e-25,TreeGrafter
GO:0035197,siRNA binding,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0035591,signaling adaptor activity,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0051044,positive regulation of membrane protein ectodomain proteolysis,11,32048,11,414490,12.933412381427859,5.89478328654125e-13,2.9763823807454177e-12,TreeGrafter
GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0040029,epigenetic regulation of gene expression,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0042555,MCM complex,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0042605,peptide antigen binding,13,32048,13,414490,12.933412381427859,3.5217129520498736e-15,2.0086807207988166e-14,TreeGrafter
GO:0042761,very long-chain fatty acid biosynthetic process,11,32048,11,414490,12.933412381427859,5.89478328654125e-13,2.9763823807454177e-12,TreeGrafter
GO:0042797,tRNA transcription by RNA polymerase III,45,32048,45,414490,12.933412381427859,9.131132135281348e-51,1.2639949202996202e-49,TreeGrafter
GO:0004407,histone deacetylase activity,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0044689,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase activity",7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0045004,DNA replication proofreading,74,32048,74,414490,12.933412381427859,5.005283417592304e-83,1.2584712592803507e-81,TreeGrafter
GO:0045881,positive regulation of sporulation resulting in formation of a cellular spore,29,32048,29,414490,12.933412381427859,5.6916906277551525e-33,5.565208613805038e-32,TreeGrafter
GO:0046040,IMP metabolic process,31,32048,31,414490,12.933412381427859,3.3968545970675714e-35,3.516743582846427e-34,TreeGrafter
GO:0046920,alpha-(1->3)-fucosyltransferase activity,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0047134,protein-disulfide reductase [NAD(P)H] activity,205,32048,205,414490,12.933412381427859,6.866858700860993e-229,8.459969919460744e-227,TreeGrafter
GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,33,32048,33,414490,12.933412381427859,2.0270411386640417e-37,2.2498330475982877e-36,TreeGrafter
GO:0006167,AMP biosynthetic process,33,32048,33,414490,12.933412381427859,2.0270411386640417e-37,2.2498330475982877e-36,TreeGrafter
GO:0019239,deaminase activity,17,32048,17,414490,12.933412381427859,1.2565392736671884e-19,8.79577491567032e-19,TreeGrafter
GO:0006203,dGTP catabolic process,19,32048,19,414490,12.933412381427859,7.504332388522379e-22,5.671986197950656e-21,TreeGrafter
GO:0017136,"histone deacetylase activity, NAD-dependent",36,32048,36,414490,12.933412381427859,9.342155471239846e-41,1.1283858373105383e-39,TreeGrafter
GO:0008198,ferrous iron binding,18,32048,18,414490,12.933412381427859,9.710695141317633e-21,7.206973743435737e-20,TreeGrafter
GO:0008235,metalloexopeptidase activity,111,32048,111,414490,12.933412381427859,3.337443850002442e-124,1.111278600865678e-122,TreeGrafter
GO:0008296,3'-5'-DNA exonuclease activity,56,32048,56,414490,12.933412381427859,5.306369201798348e-63,9.207671629036008e-62,TreeGrafter
GO:0008330,protein tyrosine/threonine phosphatase activity,25,32048,25,414490,12.933412381427859,1.5974223623027898e-28,1.385932641096505e-27,TreeGrafter
GO:0007204,positive regulation of cytosolic calcium ion concentration,62,32048,62,414490,12.933412381427859,1.1223430612161548e-69,2.1272717714127734e-68,TreeGrafter
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0006897,endocytosis,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0008832,dGTPase activity,18,32048,18,414490,12.933412381427859,9.710695141317633e-21,7.206973743435737e-20,TreeGrafter
GO:0008932,lytic endotransglycosylase activity,23,32048,23,414490,12.933412381427859,2.675678393227575e-26,2.2123730070176998e-25,TreeGrafter
GO:0009051,"pentose-phosphate shunt, oxidative branch",17,32048,17,414490,12.933412381427859,1.2565392736671884e-19,8.79577491567032e-19,TreeGrafter
GO:0006754,ATP biosynthetic process,33,32048,33,414490,12.933412381427859,2.0270411386640417e-37,2.2498330475982877e-36,TreeGrafter
GO:0009223,pyrimidine deoxyribonucleotide catabolic process,17,32048,17,414490,12.933412381427859,1.2565392736671884e-19,8.79577491567032e-19,TreeGrafter
GO:0006689,ganglioside catabolic process,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0009265,2'-deoxyribonucleotide biosynthetic process,100,32048,100,414490,12.933412381427859,5.844206654752413e-112,1.8000156496637434e-110,TreeGrafter
GO:0009368,endopeptidase Clp complex,175,32048,175,414490,12.933412381427859,1.8174505058048355e-195,1.3994368894697234e-193,TreeGrafter
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,186,32048,186,414490,12.933412381427859,1.0134116419543073e-207,1.0404359524064222e-205,TreeGrafter
GO:0010230,alternative respiration,25,32048,25,414490,12.933412381427859,1.5974223623027898e-28,1.385932641096505e-27,TreeGrafter
GO:0006386,termination of RNA polymerase III transcription,11,32048,11,414490,12.933412381427859,5.89478328654125e-13,2.9763823807454177e-12,TreeGrafter
GO:0006367,transcription initiation at RNA polymerase II promoter,17,32048,17,414490,12.933412381427859,1.2565392736671884e-19,8.79577491567032e-19,TreeGrafter
GO:0016117,carotenoid biosynthetic process,21,32048,21,414490,12.933412381427859,4.4812380121082914e-24,3.584990409686633e-23,TreeGrafter
GO:0006287,"base-excision repair, gap-filling",53,32048,53,414490,12.933412381427859,1.1533583465371526e-59,1.8217147217099644e-58,TreeGrafter
GO:0016303,1-phosphatidylinositol-3-kinase activity,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0006273,lagging strand elongation,46,32048,46,414490,12.933412381427859,7.050962654506472e-52,9.871347716309062e-51,TreeGrafter
GO:0006272,leading strand elongation,42,32048,42,414490,12.933412381427859,1.982796457001578e-47,2.684401357171367e-46,TreeGrafter
GO:0006271,DNA strand elongation involved in DNA replication,47,32048,47,414490,12.933412381427859,5.444521017805064e-53,7.799592899925395e-52,TreeGrafter
GO:0016413,O-acetyltransferase activity,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0016442,RISC complex,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0016485,protein processing,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0006227,dUDP biosynthetic process,58,32048,58,414490,12.933412381427859,3.1619643085476117e-65,5.7287353354862615e-64,TreeGrafter
GO:0050211,procollagen galactosyltransferase activity,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0035613,RNA stem-loop binding,49,32048,49,414490,12.933412381427859,3.2459710132179687e-55,4.704748574452397e-54,TreeGrafter
GO:0051059,NF-kappaB binding,31,32048,31,414490,12.933412381427859,3.3968545970675714e-35,3.516743582846427e-34,TreeGrafter
GO:0071222,cellular response to lipopolysaccharide,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0051747,cytosine C-5 DNA demethylase activity,13,32048,13,414490,12.933412381427859,3.5217129520498736e-15,2.0086807207988166e-14,TreeGrafter
GO:0070402,NADPH binding,335,32048,335,414490,12.933412381427859,0.0,0.0,TreeGrafter
GO:0000215,tRNA 2'-phosphotransferase activity,14,32048,14,414490,12.933412381427859,2.721938115094481e-16,1.6601127513843566e-15,TreeGrafter
GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,21,32048,21,414490,12.933412381427859,4.4812380121082914e-24,3.584990409686633e-23,TreeGrafter
GO:0071164,RNA cap trimethylguanosine synthase activity,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0000226,microtubule cytoskeleton organization,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0097510,"base-excision repair, AP site formation via deaminated base removal",122,32048,122,414490,12.933412381427859,1.899257266421145e-136,6.499680422863474e-135,TreeGrafter
GO:0000956,nuclear-transcribed mRNA catabolic process,31,32048,31,414490,12.933412381427859,3.3968545970675714e-35,3.516743582846427e-34,TreeGrafter
GO:0002430,complement receptor mediated signaling pathway,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:1900378,positive regulation of secondary metabolite biosynthetic process,90,32048,90,414490,12.933412381427859,7.86486978866921e-101,2.1532265732534372e-99,TreeGrafter
GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,14,32048,14,414490,12.933412381427859,2.721938115094481e-16,1.6601127513843566e-15,TreeGrafter
GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",14,32048,14,414490,12.933412381427859,2.721938115094481e-16,1.6601127513843566e-15,TreeGrafter
GO:0000724,double-strand break repair via homologous recombination,26,32048,26,414490,12.933412381427859,1.2342237898319113e-29,1.1018577601977643e-28,TreeGrafter
GO:0071453,cellular response to oxygen levels,17,32048,17,414490,12.933412381427859,1.2565392736671884e-19,8.79577491567032e-19,TreeGrafter
GO:0000719,photoreactive repair,19,32048,19,414490,12.933412381427859,7.504332388522379e-22,5.671986197950656e-21,TreeGrafter
GO:0055088,lipid homeostasis,11,32048,11,414490,12.933412381427859,5.89478328654125e-13,2.9763823807454177e-12,TreeGrafter
GO:0071944,cell periphery,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0072354,histone H3T3 kinase activity,21,32048,21,414490,12.933412381427859,4.4812380121082914e-24,3.584990409686633e-23,TreeGrafter
GO:0070920,regulation of regulatory ncRNA processing,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0097550,transcription preinitiation complex,34,32048,34,414490,12.933412381427859,1.5658010856175664e-38,1.7861730902600388e-37,TreeGrafter
GO:0001018,mitochondrial promoter sequence-specific DNA binding,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0051231,spindle elongation,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0002189,ribose phosphate diphosphokinase complex,89,32048,89,414490,12.933412381427859,1.0198097266220267e-99,2.731316485213776e-98,TreeGrafter
GO:0070475,rRNA base methylation,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:0051117,ATPase binding,175,32048,175,414490,12.933412381427859,1.8174505058048355e-195,1.3994368894697234e-193,TreeGrafter
GO:0051400,BH domain binding,9,32048,9,414490,12.933412381427859,9.865786215361451e-11,4.3254977285855187e-10,TreeGrafter
GO:0070578,RISC-loading complex,7,32048,7,414490,12.933412381427859,1.6509941277039623e-08,5.8957239574819755e-08,TreeGrafter
GO:1904047,S-adenosyl-L-methionine binding,166,32048,166,414490,12.933412381427859,1.923384406837772e-185,1.0302650387931022e-183,TreeGrafter
GO:0071356,cellular response to tumor necrosis factor,30,32048,30,414490,12.933412381427857,4.397090249996775e-34,4.404239990240673e-33,TreeGrafter
GO:0070740,tubulin-glutamic acid ligase activity,5,32048,5,414490,12.933412381427857,2.762544811307025e-06,7.896647813295256e-06,TreeGrafter
GO:0071526,semaphorin-plexin signaling pathway,12,32048,12,414490,12.933412381427857,4.5563507960084197e-14,2.398899222513835e-13,TreeGrafter
GO:0030041,actin filament polymerization,27,32048,27,414490,12.933412381427857,9.535765277326302e-31,8.638281486519122e-30,TreeGrafter
GO:0016208,AMP binding,3,32048,3,414490,12.933412381427857,0.0004621927325313212,0.0010132054207804052,TreeGrafter
GO:0019957,C-C chemokine binding,55,32048,55,414490,12.933412381427857,6.873832151534997e-62,1.1291414947588156e-60,TreeGrafter
GO:0016132,brassinosteroid biosynthetic process,4,32048,4,414490,12.933412381427857,3.5733246430655814e-05,9.039704230506769e-05,TreeGrafter
