go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:1990931,mRNA N6-methyladenosine dioxygenase activity,628,1369129,628,56717546,41.42600587672893,0.0,0.0,EC2GO
GO:0018658,salicylate 1-monooxygenase activity,79,1369129,79,56717546,41.42600587672893,1.7158303013249968e-128,3.8169857693940485e-128,EC2GO
GO:0047992,hydroxylysine kinase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0047988,hydroxyacid-oxoacid transhydrogenase activity,953,1369129,953,56717546,41.42600587672893,0.0,0.0,EC2GO
GO:0047956,glycerol dehydrogenase (NADP+) activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0047936,glucose 1-dehydrogenase [NAD(P)+] activity,12,1369129,12,56717546,41.42600587672893,3.914739084503068e-20,7.349409830884243e-20,EC2GO
GO:0047922,"gentisate 1,2-dioxygenase activity",4,1369129,4,56717546,41.42600587672893,3.3955168755058425e-07,5.445762303192228e-07,EC2GO
GO:0018666,"2,4-dichlorophenol 6-monooxygenase activity",5,1369129,5,56717546,41.42600587672893,8.19655947958801e-09,1.365282508766193e-08,EC2GO
GO:0047879,erythronolide synthase activity,24,1369129,24,56717546,41.42600587672893,1.5323609226483868e-39,3.0647218452967736e-39,EC2GO
GO:0047876,endoglycosylceramidase activity,3,1369129,3,56717546,41.42600587672893,1.4066300394831546e-05,2.159311747027924e-05,EC2GO
GO:0047834,D-threo-aldose 1-dehydrogenase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",8,1369129,8,56717546,41.42600587672893,1.1529403444777068e-13,2.0654803618089983e-13,EC2GO
GO:0047813,D-arabinitol 4-dehydrogenase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0018667,cyclohexanone monooxygenase activity,12,1369129,12,56717546,41.42600587672893,3.914739084503068e-20,7.349409830884243e-20,EC2GO
GO:0004167,dopachrome isomerase activity,792,1369129,792,56717546,41.42600587672893,0.0,0.0,EC2GO
GO:0047739,cephalosporin-C deacetylase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0047735,cellobiose dehydrogenase (acceptor) activity,30,1369129,30,56717546,41.42600587672893,3.0316110021767263e-49,6.241116048490962e-49,EC2GO
GO:0018671,4-hydroxybenzoate 3-monooxygenase [NAD(P)H] activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0047689,aspartate racemase activity,4,1369129,4,56717546,41.42600587672893,3.3955168755058425e-07,5.445762303192228e-07,EC2GO
GO:0047682,aryl-alcohol oxidase activity,8,1369129,8,56717546,41.42600587672893,1.1529403444777068e-13,2.0654803618089983e-13,EC2GO
GO:0018708,thiol S-methyltransferase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0004230,glutamyl aminopeptidase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
GO:0018750,biuret amidohydrolase activity,2,1369129,2,56717546,41.42600587672893,0.0005827114703876582,0.0008308942558279564,EC2GO
