go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0031314,extrinsic component of mitochondrial inner membrane,5,1309,5,262673,200.66692131398014,3.0501137030708013e-12,9.760363849826564e-11,Manual Transfer
GO:0032447,protein urmylation,3,1309,3,262673,200.66692131398014,1.2347573942430704e-07,1.65696476130683e-06,Manual Transfer
GO:0033290,eukaryotic 48S preinitiation complex,14,1309,15,262673,187.2891265597148,8.114872122535061e-32,1.1252622676581951e-29,Manual Transfer
GO:0016282,eukaryotic 43S preinitiation complex,14,1309,16,262673,175.5835561497326,6.462024720646686e-31,5.376404567578043e-29,Manual Transfer
GO:0001732,formation of cytoplasmic translation initiation complex,14,1309,16,262673,175.5835561497326,6.462024720646686e-31,5.376404567578043e-29,Manual Transfer
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,6,1309,7,262673,172.00021826912584,1.055440952091338e-13,4.390634360699966e-12,Manual Transfer
GO:0046033,AMP metabolic process,4,1309,5,262673,160.5335370511841,3.0574176152890047e-09,5.529937947653157e-08,Manual Transfer
GO:0006172,ADP biosynthetic process,4,1309,5,262673,160.5335370511841,3.0574176152890047e-09,5.529937947653157e-08,Manual Transfer
GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",3,1309,4,262673,150.5001909854851,4.920611868674865e-07,5.532363614510118e-06,Manual Transfer
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",3,1309,4,262673,150.5001909854851,4.920611868674865e-07,5.532363614510118e-06,Manual Transfer
GO:0030687,"preribosome, large subunit precursor",3,1309,4,262673,150.5001909854851,4.920611868674865e-07,5.532363614510118e-06,Manual Transfer
GO:0043420,anthranilate metabolic process,3,1309,4,262673,150.5001909854851,4.920611868674865e-07,5.532363614510118e-06,Manual Transfer
GO:0002183,cytoplasmic translational initiation,14,1309,21,262673,133.77794754265344,6.118960437808703e-28,4.2424792368807006e-26,Manual Transfer
GO:1990140,molybdopterin synthase complex,2,1309,3,262673,133.7779475426534,7.419871634992406e-05,0.0005511904643137216,Manual Transfer
GO:0034354,'de novo' NAD+ biosynthetic process from L-tryptophan,4,1309,6,262673,133.7779475426534,9.135802902854147e-09,1.4617284644566635e-07,Manual Transfer
GO:0106004,tRNA (guanine-N7)-methylation,2,1309,3,262673,133.7779475426534,7.419871634992406e-05,0.0005511904643137216,Manual Transfer
GO:0034625,"fatty acid elongation, monounsaturated fatty acid",5,1309,8,262673,125.41682582123758,1.6869547243882598e-10,3.898739807475089e-09,Manual Transfer
GO:0019805,quinolinate biosynthetic process,3,1309,6,262673,100.33346065699007,2.441997878620455e-06,2.4777344329417298e-05,Manual Transfer
GO:0071819,DUBm complex,2,1309,4,262673,100.33346065699007,0.00014790537151850692,0.0010428582127406589,Manual Transfer
GO:0034626,"fatty acid elongation, polyunsaturated fatty acid",5,1309,10,262673,100.33346065699007,7.528640570541721e-10,1.565957238672678e-08,Manual Transfer
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation,3,1309,6,262673,100.33346065699007,2.441997878620455e-06,2.4777344329417298e-05,Manual Transfer
GO:0034227,tRNA thio-modification,4,1309,9,262673,89.18529836176896,7.582978346656223e-08,1.0515063307363297e-06,Manual Transfer
GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex,3,1309,7,262673,86.00010913456292,4.257572156117972e-06,4.1189535277792476e-05,Manual Transfer
