go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0090556,phosphatidylserine floppase activity,9,3813,9,325812,85.44767899291897,4.079830880047304e-18,2.579565797339e-16,Rhea Mappings
GO:0106437,"protein-glutamic acid ligase activity, initiating",5,3813,5,325812,85.44767899291897,2.1896391275307494e-10,4.685827732915804e-09,Rhea Mappings
GO:0052659,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",5,3813,5,325812,85.44767899291897,2.1896391275307494e-10,4.685827732915804e-09,Rhea Mappings
GO:0106292,superoxide-generating NADPH oxidase activity,5,3813,5,325812,85.44767899291897,2.1896391275307494e-10,4.685827732915804e-09,Rhea Mappings
GO:0050649,testosterone 6-beta-hydroxylase activity,5,3813,5,325812,85.44767899291897,2.1896391275307494e-10,4.685827732915804e-09,Rhea Mappings
GO:0052869,arachidonate omega-hydroxylase activity,5,3813,5,325812,85.44767899291897,2.1896391275307494e-10,4.685827732915804e-09,Rhea Mappings
GO:0140804,NAD+-protein-lysine ADP-ribosyltransferase activity,5,3813,5,325812,85.44767899291897,2.1896391275307494e-10,4.685827732915804e-09,Rhea Mappings
GO:0101021,estrogen 2-hydroxylase activity,9,3813,9,325812,85.44767899291897,4.079830880047304e-18,2.579565797339e-16,Rhea Mappings
GO:0000210,NAD+ diphosphatase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0061920,protein propionyltransferase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052848,"inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity",2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052845,"inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity",2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052828,"inositol-3,4-bisphosphate 4-phosphatase activity",2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0018708,thiol S-methyltransferase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0062184,testosterone 16-beta-hydroxylase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052814,medium-chain fatty aldehyde dehydrogenase (NAD+) activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052732,phosphoethanolamine phosphatase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052723,inositol hexakisphosphate 1-kinase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0062183,all-trans retinoic acid 18-hydroxylase activity,3,3813,3,325812,85.44767899291895,1.601627132999553e-06,1.52593379589204e-05,Rhea Mappings
GO:0062188,"anandamide 11,12 epoxidase activity",3,3813,3,325812,85.44767899291895,1.601627132999553e-06,1.52593379589204e-05,Rhea Mappings
GO:0062187,"anandamide 8,9 epoxidase activity",3,3813,3,325812,85.44767899291895,1.601627132999553e-06,1.52593379589204e-05,Rhea Mappings
GO:0052655,L-valine-2-oxoglutarate transaminase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0062189,"anandamide 14,15 epoxidase activity",4,3813,4,325812,85.44767899291895,1.872937634178187e-08,3.065007351931598e-07,Rhea Mappings
GO:0070251,pristanate-CoA ligase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0070735,protein-glycine ligase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0070780,dihydrosphingosine-1-phosphate phosphatase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0004354,glutamate dehydrogenase (NADP+) activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0102196,cortisol dehydrogenase (NADP+) activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0102354,11-cis-retinol dehydrogenase (NADP+) activity,3,3813,3,325812,85.44767899291895,1.601627132999553e-06,1.52593379589204e-05,Rhea Mappings
GO:0103026,fructose-1-phosphatase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0106026,Gly-tRNA(Ala) deacylase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0106226,peptide 2-hydroxyisobutyryltransferase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0106386,(3R)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052656,L-isoleucine-2-oxoglutarate transaminase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0052654,L-leucine-2-oxoglutarate transaminase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0120092,crotonyl-CoA hydratase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0036219,GTP diphosphatase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0017161,"inositol-1,3,4-trisphosphate 4-phosphatase activity",2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0018820,cyanamide hydratase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0019158,mannokinase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0032896,palmitoyl-CoA 9-desaturase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0033703,3-beta-hydroxy-5-beta-steroid dehydrogenase (NADP+) activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0033963,"cholesterol-5,6-oxide hydrolase activity",2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0010943,NADPH pyrophosphatase activity,2,3813,2,325812,85.44767899291895,0.00013692630181034874,0.0006204054912644792,Rhea Mappings
GO:0034062,5'-3' RNA polymerase activity,7,3813,7,325812,85.44767899291895,2.990424710213688e-14,1.2234355211491882e-12,Rhea Mappings
