go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0140042,lipid droplet formation,2,592,2,49333,83.33277027027027,0.00014376161354177203,0.0010802658388996012,Manual Transfer
GO:0034354,'de novo' NAD+ biosynthetic process from L-tryptophan,4,592,4,49333,83.33277027027027,2.052953961750003e-08,6.749086149253135e-07,Manual Transfer
GO:0031314,extrinsic component of mitochondrial inner membrane,5,592,5,49333,83.33277027027027,2.447114130651344e-10,1.2871820327226071e-08,Manual Transfer
GO:0032447,protein urmylation,4,592,4,49333,83.33277027027027,2.052953961750003e-08,6.749086149253135e-07,Manual Transfer
GO:0046033,AMP metabolic process,2,592,2,49333,83.33277027027027,0.00014376161354177203,0.0010802658388996012,Manual Transfer
GO:0016540,protein autoprocessing,2,592,2,49333,83.33277027027027,0.00014376161354177203,0.0010802658388996012,Manual Transfer
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",3,592,3,49333,83.33277027027026,1.7193925115980923e-06,3.768335254585819e-05,Manual Transfer
GO:0001732,formation of cytoplasmic translation initiation complex,6,592,6,49333,83.33277027027026,2.912049940586156e-12,2.55289711458053e-10,Manual Transfer
GO:0043420,anthranilate metabolic process,3,592,3,49333,83.33277027027026,1.7193925115980923e-06,3.768335254585819e-05,Manual Transfer
GO:0033290,eukaryotic 48S preinitiation complex,6,592,6,49333,83.33277027027026,2.912049940586156e-12,2.55289711458053e-10,Manual Transfer
GO:0016282,eukaryotic 43S preinitiation complex,6,592,6,49333,83.33277027027026,2.912049940586156e-12,2.55289711458053e-10,Manual Transfer
GO:0002183,cytoplasmic translational initiation,6,592,7,49333,71.42808880308881,2.017678035039537e-11,1.3266233080384956e-09,Manual Transfer
GO:0043021,ribonucleoprotein complex binding,3,592,4,49333,62.4995777027027,6.81598142753987e-06,8.610759296524507e-05,Manual Transfer
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation,3,592,4,49333,62.4995777027027,6.81598142753987e-06,8.610759296524507e-05,Manual Transfer
GO:0045040,protein insertion into mitochondrial outer membrane,3,592,4,49333,62.4995777027027,6.81598142753987e-06,8.610759296524507e-05,Manual Transfer
GO:0019805,quinolinate biosynthetic process,3,592,4,49333,62.4995777027027,6.81598142753987e-06,8.610759296524507e-05,Manual Transfer
GO:0043023,ribosomal large subunit binding,2,592,3,49333,55.55518018018017,0.0004278460556021199,0.0027444759176428668,Manual Transfer
GO:0006172,ADP biosynthetic process,2,592,3,49333,55.55518018018017,0.0004278460556021199,0.0027444759176428668,Manual Transfer
GO:0071819,DUBm complex,2,592,3,49333,55.55518018018017,0.0004278460556021199,0.0027444759176428668,Manual Transfer
GO:0106004,tRNA (guanine-N7)-methylation,2,592,3,49333,55.55518018018017,0.0004278460556021199,0.0027444759176428668,Manual Transfer
GO:0043529,GET complex,3,592,5,49333,49.99966216216216,1.688745029019682e-05,0.00017765597705287055,Manual Transfer
GO:0045048,protein insertion into ER membrane,3,592,5,49333,49.99966216216216,1.688745029019682e-05,0.00017765597705287055,Manual Transfer
GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",3,592,5,49333,49.99966216216216,1.688745029019682e-05,0.00017765597705287055,Manual Transfer
GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex,3,592,5,49333,49.99966216216216,1.688745029019682e-05,0.00017765597705287055,Manual Transfer
GO:0043139,5'-3' DNA helicase activity,2,592,4,49333,41.66638513513514,0.0008488761297767,0.004651133794401502,Manual Transfer
GO:0031251,PAN complex,2,592,4,49333,41.66638513513514,0.0008488761297767,0.004651133794401502,Manual Transfer
