go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0008156,negative regulation of DNA replication,60,2148531,60,7890361,3.672444567939676,1.2659737041871087e-34,2.5765239472540453e-34,UniProt Keywords
GO:0006560,proline metabolic process,31,2148531,31,7890361,3.672444567939676,3.0642124581379547e-18,5.53473375251168e-18,UniProt Keywords
GO:0006325,chromatin organization,7,2148531,7,7890361,3.672444567939676,0.00011099672542389479,0.00018123194151133104,UniProt Keywords
GO:0030414,peptidase inhibitor activity,58,2148531,58,7890361,3.6724445679396758,1.7074672939854665e-33,3.450755580152446e-33,UniProt Keywords
GO:0034707,chloride channel complex,77,2148531,77,7890361,3.6724445679396758,3.1478599587454794e-44,6.689202412334144e-44,UniProt Keywords
GO:0000428,DNA-directed RNA polymerase complex,2871,2148531,2871,7890361,3.6724445679396758,0.0,0.0,UniProt Keywords
GO:0005125,cytokine activity,64,2148531,64,7890361,3.6724445679396758,6.959331150688472e-37,1.4469400737762364e-36,UniProt Keywords
GO:0005254,chloride channel activity,77,2148531,77,7890361,3.6724445679396758,3.1478599587454794e-44,6.689202412334144e-44,UniProt Keywords
GO:0019253,reductive pentose-phosphate cycle,16,2148531,16,7890361,3.6724445679396758,9.134785644042241e-10,1.5808102102564119e-09,UniProt Keywords
GO:0051538,"3 iron, 4 sulfur cluster binding",457,2148531,457,7890361,3.6724445679396758,6.311361607792217e-259,1.9199826364757377e-258,UniProt Keywords
GO:0005988,lactose metabolic process,567,2148531,567,7890361,3.6724445679396758,0.0,0.0,UniProt Keywords
GO:0031640,killing of cells of another organism,128,2148531,128,7890361,3.6724445679396758,4.836514375500693e-73,1.164793878766417e-72,UniProt Keywords
GO:0034702,monoatomic ion channel complex,50,2148531,50,7890361,3.6724445679396758,5.650115752870068e-29,1.1032996301212498e-28,UniProt Keywords
GO:0008289,lipid binding,2746,2148531,2747,7890361,3.671107675122807,0.0,0.0,UniProt Keywords
GO:0009085,lysine biosynthetic process,3335,2148531,3337,7890361,3.670243522349062,0.0,0.0,UniProt Keywords
GO:0004869,cysteine-type endopeptidase inhibitor activity,57,2148531,58,7890361,3.6091265581476124,2.6637496718072247e-31,5.309128656222675e-31,UniProt Keywords
GO:0006547,L-histidine metabolic process,594,2148531,606,7890361,3.599722893327009,2.5091400463e-313,8.05712748195e-313,UniProt Keywords
GO:0006811,monoatomic ion transport,17191,2148531,17564,7890361,3.5944542568578326,0.0,0.0,UniProt Keywords
GO:0019521,D-gluconate metabolic process,132,2148531,135,7890361,3.590834688652128,4.143112249813734e-70,9.895532563604704e-70,UniProt Keywords
GO:0046686,response to cadmium ion,438,2148531,451,7890361,3.5665869639857606,2.4002866968215406e-225,7.078396483483932e-225,UniProt Keywords
GO:0090729,toxin activity,150,2148531,155,7890361,3.55397861413517,2.5969323393344098e-77,6.3602834412512245e-77,UniProt Keywords
GO:1990904,ribonucleoprotein complex,25476,2148531,26779,7890361,3.4937524856354303,0.0,0.0,UniProt Keywords
GO:0016798,"hydrolase activity, acting on glycosyl bonds",14595,2148531,15516,7890361,3.454455302209305,0.0,0.0,UniProt Keywords
GO:0006754,ATP biosynthetic process,4837,2148531,5151,7890361,3.448575883347741,0.0,0.0,UniProt Keywords
GO:0016874,ligase activity,32978,2148531,35535,7890361,3.4081856468696956,0.0,0.0,UniProt Keywords
GO:0004518,nuclease activity,17124,2148531,18548,7890361,3.390497130763371,0.0,0.0,UniProt Keywords
GO:0008652,amino acid biosynthetic process,30576,2148531,33642,7890361,3.3377523663671465,0.0,0.0,UniProt Keywords
GO:0000917,division septum assembly,3226,2148531,3576,7890361,3.3130050828225377,0.0,0.0,UniProt Keywords
GO:0016740,transferase activity,182756,2148531,203415,7890361,3.2994679815076733,0.0,0.0,UniProt Keywords
GO:0051213,dioxygenase activity,753,2148531,844,7890361,3.2764819427234313,9.72632782e-315,3.1583244265e-314,UniProt Keywords
GO:0008202,steroid metabolic process,1188,2148531,1336,7890361,3.265616876281688,0.0,0.0,UniProt Keywords
GO:0032259,methylation,27620,2148531,31251,7890361,3.245749542942429,0.0,0.0,UniProt Keywords
GO:0006629,lipid metabolic process,12075,2148531,13729,7890361,3.230007149673799,0.0,0.0,UniProt Keywords
GO:0005977,glycogen metabolic process,1068,2148531,1238,7890361,3.1681508873663766,0.0,0.0,UniProt Keywords
GO:0008234,cysteine-type peptidase activity,2600,2148531,3021,7890361,3.1606606675415945,0.0,0.0,UniProt Keywords
GO:0042732,D-xylose metabolic process,1043,2148531,1220,7890361,3.1396390855418708,0.0,0.0,UniProt Keywords
GO:0032196,transposition,1609,2148531,1887,7890361,3.1314060995309694,0.0,0.0,UniProt Keywords
GO:0004527,exonuclease activity,6321,2148531,7426,7890361,3.1259792773965382,0.0,0.0,UniProt Keywords
GO:0008237,metallopeptidase activity,7386,2148531,8702,7890361,3.1170622361299065,0.0,0.0,UniProt Keywords
GO:0016829,lyase activity,37674,2148531,44425,7890361,3.1143652594836095,0.0,0.0,UniProt Keywords
