go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",2,33403,2,2601781,77.89063856539832,0.00016482255289656993,0.00020065354265669385,UniProt UniPathway
GO:0006119,oxidative phosphorylation,18,33403,18,2601781,77.89063856539832,8.939251995934076e-35,1.4101355261191782e-34,UniProt UniPathway
GO:0097053,L-kynurenine catabolic process,31,33403,31,2601781,77.89063856539832,2.280272828928122e-59,3.869553891514389e-59,UniProt UniPathway
GO:0070981,L-asparagine biosynthetic process,2,33403,2,2601781,77.89063856539832,0.00016482255289656993,0.00020065354265669385,UniProt UniPathway
GO:0046386,deoxyribose phosphate catabolic process,120,33403,120,2601781,77.89063856539832,8.511720707028401e-228,2.325152973627271e-227,UniProt UniPathway
GO:0045232,S-layer organization,25,33403,25,2601781,77.89063856539832,5.117018853060813e-48,8.305885674533494e-48,UniProt UniPathway
GO:0042843,D-xylose catabolic process,2,33403,2,2601781,77.89063856539832,0.00016482255289656993,0.00020065354265669385,UniProt UniPathway
GO:0033386,geranylgeranyl diphosphate biosynthetic process,2,33403,2,2601781,77.89063856539832,0.00016482255289656993,0.00020065354265669385,UniProt UniPathway
GO:0033320,UDP-D-xylose biosynthetic process,38,33403,38,2601781,77.89063856539832,1.3017683650191007e-72,2.39013208003507e-72,UniProt UniPathway
GO:0019647,formaldehyde assimilation via ribulose monophosphate cycle,6,33403,6,2601781,77.89063856539832,4.4760598251255365e-12,6.189119758198273e-12,UniProt UniPathway
GO:0019557,L-histidine catabolic process to glutamate and formate,143,33403,143,2601781,77.89063856539832,2.438417202881443e-271,7.586186853408932e-271,UniProt UniPathway
GO:0019518,L-threonine catabolic process to glycine,3,33403,3,2601781,77.89063856539832,2.115951465886113e-06,2.7880772256381727e-06,UniProt UniPathway
GO:0019333,denitrification pathway,19,33403,19,2601781,77.89063856539832,1.1470565453551053e-36,1.8352904725681683e-36,UniProt UniPathway
GO:0006644,phospholipid metabolic process,59,33403,59,2601781,77.89063856539832,2.4010221802642173e-112,4.636456623958488e-112,UniProt UniPathway
GO:2001061,D-glycero-D-manno-heptose 7-phosphate biosynthetic process,9,33403,9,2601781,77.89063856539832,9.466087855754068e-18,1.3592331280057123e-17,UniProt UniPathway
GO:0006054,N-acetylneuraminate metabolic process,3,33403,3,2601781,77.89063856539832,2.115951465886113e-06,2.7880772256381727e-06,UniProt UniPathway
GO:0006065,UDP-glucuronate biosynthetic process,138,33403,138,2601781,77.89063856539832,7.137362870040634e-262,2.0497042088321824e-261,UniProt UniPathway
GO:0006048,UDP-N-acetylglucosamine biosynthetic process,189,33403,189,2601781,77.89063856539832,0.0,0.0,UniProt UniPathway
GO:0050992,dimethylallyl diphosphate biosynthetic process,96,33403,126,2601781,59.34524843077968,1.4054593603307284e-153,3.148228967140831e-153,UniProt UniPathway
GO:0006545,glycine biosynthetic process,222,33403,303,2601781,57.06838865187599,0.0,0.0,UniProt UniPathway
GO:0006650,glycerophospholipid metabolic process,833,33403,1156,2601781,56.12707778977232,0.0,0.0,UniProt UniPathway
GO:0006226,dUMP biosynthetic process,175,33403,252,2601781,54.09072122597106,2.915604360839903e-266,8.825613200380247e-266,UniProt UniPathway
GO:0019553,L-glutamate catabolic process via L-citramalate,122,33403,209,2601781,45.46726270324687,1.1104199867299864e-171,2.590979969036635e-171,UniProt UniPathway
GO:0044211,CTP salvage,47,33403,82,2601781,44.644634299679524,1.3945334486889857e-66,2.440433535205725e-66,UniProt UniPathway
GO:0009398,FMN biosynthetic process,213,33403,377,2601781,44.00717775710834,4.281917358462696e-294,1.370213554708063e-293,UniProt UniPathway
GO:0006782,protoporphyrinogen IX biosynthetic process,661,33403,1190,2601781,43.26530427876327,0.0,0.0,UniProt UniPathway
GO:0070814,hydrogen sulfide biosynthetic process,63,33403,116,2601781,42.302674393276675,1.323135198745593e-86,2.5117142755848546e-86,UniProt UniPathway
GO:0044206,UMP salvage,182,33403,338,2601781,41.94111307367602,4.205729635674975e-246,1.177604297988993e-245,UniProt UniPathway
GO:0044210,'de novo' CTP biosynthetic process,402,33403,795,2601781,39.386209689673116,0.0,0.0,UniProt UniPathway
