go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0120293,dynein axonemal particle,45,3658764,45,56717546,15.501832312770105,2.708030213922745e-54,4.3745103455675116e-54,UniProt Subcellular
GO:0034492,hydrogenosome lumen,5,3658764,5,56717546,15.501832312770105,1.1170785584717777e-06,1.5134612727682147e-06,UniProt Subcellular
GO:0030665,clathrin-coated vesicle membrane,2231,3658764,2231,56717546,15.501832312770105,0.0,0.0,UniProt Subcellular
GO:0031160,spore wall,53,3658764,53,56717546,15.501832312770105,8.119815212292463e-64,1.3286970347387667e-63,UniProt Subcellular
GO:0032047,mitosome,144,3658764,144,56717546,15.501832312770105,3.834420076066561e-172,6.901956136919809e-172,UniProt Subcellular
GO:0033110,Cvt vesicle membrane,18,3658764,18,56717546,15.501832312770105,3.7418673414290344e-22,5.612801012143552e-22,UniProt Subcellular
GO:0044099,polar tube,5,3658764,5,56717546,15.501832312770105,1.1170785584717777e-06,1.5134612727682147e-06,UniProt Subcellular
GO:0043657,host cell,2765,3658764,2765,56717546,15.501832312770105,0.0,0.0,UniProt Subcellular
GO:0020002,host cell plasma membrane,6,3658764,6,56717546,15.501832312770103,7.206097360080367e-08,1.0088536304112513e-07,UniProt Subcellular
GO:0020015,glycosome,54,3658764,54,56717546,15.501832312770103,5.237900243680746e-65,8.68388724610229e-65,UniProt Subcellular
GO:0032580,Golgi cisterna membrane,1489,3658764,1489,56717546,15.501832312770103,0.0,0.0,UniProt Subcellular
GO:0033645,host cell endomembrane system,6,3658764,6,56717546,15.501832312770103,7.206097360080367e-08,1.0088536304112513e-07,UniProt Subcellular
GO:0005652,nuclear lamina,6,3658764,6,56717546,15.501832312770103,7.206097360080367e-08,1.0088536304112513e-07,UniProt Subcellular
GO:0060205,cytoplasmic vesicle lumen,371,3658764,371,56717546,15.501832312770103,0.0,0.0,UniProt Subcellular
GO:0030663,COPI-coated vesicle membrane,7949,3658764,7949,56717546,15.501832312770103,0.0,0.0,UniProt Subcellular
GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,2199,3658764,2215,56717546,15.38985519448373,0.0,0.0,UniProt Subcellular
GO:0005604,basement membrane,43,3658764,44,56717546,15.149517942025328,2.6828857052631077e-50,4.279032897001919e-50,UniProt Subcellular
GO:0030430,host cell cytoplasm,21,3658764,22,56717546,14.797203571280553,2.0737421444673347e-24,3.1480904843720987e-24,UniProt Subcellular
GO:0042025,host cell nucleus,22,3658764,24,56717546,14.210012953372596,1.5744920577964524e-24,2.4193414546628414e-24,UniProt Subcellular
GO:0016324,apical plasma membrane,30,3658764,34,56717546,13.678087334797151,6.962836210966681e-32,1.0966467032272523e-31,UniProt Subcellular
GO:0005856,cytoskeleton,39322,3658764,47520,56717546,12.827505265209302,0.0,0.0,UniProt Subcellular
GO:0030659,cytoplasmic vesicle membrane,8177,3658764,10208,56717546,12.4175629723277,0.0,0.0,UniProt Subcellular
GO:0033644,host cell membrane,4,3658764,5,56717546,12.401465850216084,8.211559710488314e-05,0.00010891121300226605,UniProt Subcellular
GO:0010008,endosome membrane,18400,3658764,23355,56717546,12.212961445299504,0.0,0.0,UniProt Subcellular
GO:0009514,glyoxysome,14,3658764,18,56717546,12.056980687710082,5.1585101732748645e-14,7.470945768191183e-14,UniProt Subcellular
GO:0030658,transport vesicle membrane,84,3658764,109,56717546,11.946366185987971,5.505975524257217e-77,9.250038880752125e-77,UniProt Subcellular
GO:0005819,spindle,12736,3658764,16624,56717546,11.87628346579885,0.0,0.0,UniProt Subcellular
GO:0032585,multivesicular body membrane,2822,3658764,3883,56717546,11.266075402172865,0.0,0.0,UniProt Subcellular
GO:0012505,endomembrane system,82529,3658764,116209,56717546,11.009050236561746,0.0,0.0,UniProt Subcellular
GO:0031966,mitochondrial membrane,24938,3658764,35183,56717546,10.987826342718384,0.0,0.0,UniProt Subcellular
GO:0031965,nuclear membrane,9378,3658764,13777,56717546,10.552092867036224,0.0,0.0,UniProt Subcellular
GO:0005814,centriole,756,3658764,1129,56717546,10.380323497302214,0.0,0.0,UniProt Subcellular
GO:0031411,gas vesicle,4,3658764,6,56717546,10.33455487518007,0.00023366245660101965,0.0003066819742888383,UniProt Subcellular
GO:0001725,stress fiber,1062,3658764,1655,56717546,9.9473993451129,0.0,0.0,UniProt Subcellular
GO:0005788,endoplasmic reticulum lumen,5858,3658764,9427,56717546,9.632940881320385,0.0,0.0,UniProt Subcellular
GO:0034045,phagophore assembly site membrane,12012,3658764,19754,56717546,9.426344524703579,0.0,0.0,UniProt Subcellular
GO:0005743,mitochondrial inner membrane,140358,3658764,236610,56717546,9.19574903747004,0.0,0.0,UniProt Subcellular
GO:0005774,vacuolar membrane,39012,3658764,66110,56717546,9.147745911144868,0.0,0.0,UniProt Subcellular
GO:0000139,Golgi membrane,62694,3658764,112243,56717546,8.658641296266216,0.0,0.0,UniProt Subcellular
GO:0031514,motile cilium,300,3658764,542,56717546,8.58034998861814,1.7466498694382986e-204,3.334513387109479e-204,UniProt Subcellular
GO:0005694,chromosome,32469,3658764,59278,56717546,8.490991486948488,0.0,0.0,UniProt Subcellular
GO:0012507,ER to Golgi transport vesicle membrane,6260,3658764,11487,56717546,8.44793856341437,0.0,0.0,UniProt Subcellular
GO:0005576,extracellular region,96776,3658764,178811,56717546,8.389893932144217,0.0,0.0,UniProt Subcellular
GO:0016363,nuclear matrix,1328,3658764,2460,56717546,8.368468825755569,0.0,0.0,UniProt Subcellular
GO:0005930,axoneme,694,3658764,1317,56717546,8.168771165575135,0.0,0.0,UniProt Subcellular
GO:0000781,"chromosome, telomeric region",11029,3658764,20995,56717546,8.143353587880041,0.0,0.0,UniProt Subcellular
GO:0030133,transport vesicle,1084,3658764,2070,56717546,8.11786774253275,0.0,0.0,UniProt Subcellular
GO:0016607,nuclear speck,1186,3658764,2283,56717546,8.053076269358451,0.0,0.0,UniProt Subcellular
GO:0005789,endoplasmic reticulum membrane,170081,3658764,332157,56717546,7.937713616116031,0.0,0.0,UniProt Subcellular
GO:0036464,cytoplasmic ribonucleoprotein granule,281,3658764,556,56717546,7.8345591364899265,2.835253369922845e-177,5.177419197250412e-177,UniProt Subcellular
GO:0072324,ascus epiplasm,8,3658764,16,56717546,7.750916156385053,2.409473850629345e-06,3.2297202678648665e-06,UniProt Subcellular
GO:0005741,mitochondrial outer membrane,29344,3658764,61962,56717546,7.3413667632730695,0.0,0.0,UniProt Subcellular
GO:0005933,cellular bud,1050,3658764,2221,56717546,7.328646523371729,0.0,0.0,UniProt Subcellular
GO:0000775,"chromosome, centromeric region",5663,3658764,12016,56717546,7.305831923037375,0.0,0.0,UniProt Subcellular
GO:0005640,nuclear outer membrane,599,3658764,1284,56717546,7.231773797001008,0.0,0.0,UniProt Subcellular
GO:0042597,periplasmic space,1253,3658764,2741,56717546,7.086390327581519,0.0,0.0,UniProt Subcellular
GO:0005929,cilium,834,3658764,1834,56717546,7.0493610408125775,0.0,0.0,UniProt Subcellular
GO:0016020,membrane,927024,3658764,2043296,56717546,7.03303417513341,0.0,0.0,UniProt Subcellular
