go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0032585,multivesicular body membrane,3,6656,3,49333,7.41180889423077,0.0024550367712594915,0.003461199382431414,UniProt Subcellular
GO:0031901,early endosome membrane,6,6656,6,49333,7.41180889423077,6.020156464894875e-06,1.0786113666269984e-05,UniProt Subcellular
GO:0005770,late endosome,3,6656,3,49333,7.41180889423077,0.0024550367712594915,0.003461199382431414,UniProt Subcellular
GO:0034045,phagophore assembly site membrane,24,6656,24,49333,7.41180889423077,1.277083094729895e-21,6.460538008633587e-21,UniProt Subcellular
GO:0033101,cellular bud membrane,3,6656,3,49333,7.41180889423077,0.0024550367712594915,0.003461199382431414,UniProt Subcellular
GO:0005782,peroxisomal matrix,13,6656,13,49333,7.411808894230769,4.859363324004503e-12,1.4925187352299545e-11,UniProt Subcellular
GO:0030663,COPI-coated vesicle membrane,13,6656,13,49333,7.411808894230769,4.859363324004503e-12,1.4925187352299545e-11,UniProt Subcellular
GO:0030665,clathrin-coated vesicle membrane,9,6656,9,49333,7.411808894230769,1.4745145834702727e-08,3.2514936968831656e-08,UniProt Subcellular
GO:0005788,endoplasmic reticulum lumen,10,6656,10,49333,7.411808894230769,1.9870850775133607e-09,5.178464141398455e-09,UniProt Subcellular
GO:0000421,autophagosome membrane,5,6656,5,49333,7.411808894230769,4.4649267493660264e-05,7.529092165597613e-05,UniProt Subcellular
GO:0030133,transport vesicle,4,6656,4,49333,7.411808894230768,0.0003311039861988525,0.0005273137557981725,UniProt Subcellular
GO:0005640,nuclear outer membrane,4,6656,4,49333,7.411808894230768,0.0003311039861988525,0.0005273137557981725,UniProt Subcellular
GO:0005775,vacuolar lumen,8,6656,8,49333,7.411808894230768,1.0940197326966187e-07,2.0907932669313157e-07,UniProt Subcellular
GO:0031160,spore wall,8,6656,8,49333,7.411808894230768,1.0940197326966187e-07,2.0907932669313157e-07,UniProt Subcellular
GO:0030659,cytoplasmic vesicle membrane,15,6656,15,49333,7.411808894230768,8.81465187765582e-14,3.032240245913602e-13,UniProt Subcellular
GO:0010008,endosome membrane,65,6656,66,49333,7.299508759469696,1.2453041984348803e-55,1.070961610653997e-54,UniProt Subcellular
GO:0031965,nuclear membrane,63,6656,65,49333,7.183753235946745,1.903376754560843e-52,1.48809455356575e-51,UniProt Subcellular
GO:0005819,spindle,22,6656,23,49333,7.08955633361204,1.4142159823895734e-18,5.528298840250151e-18,UniProt Subcellular
GO:0000139,Golgi membrane,124,6656,130,49333,7.069725406804733,1.2690103268206625e-99,1.818914801776283e-98,UniProt Subcellular
GO:0005774,vacuolar membrane,170,6656,181,49333,6.961367469719507,5.261946522526271e-133,1.1313185023431483e-131,UniProt Subcellular
GO:0031902,late endosome membrane,11,6656,12,49333,6.794158153044872,2.816181570456031e-09,6.919760430263391e-09,UniProt Subcellular
GO:0012507,ER to Golgi transport vesicle membrane,11,6656,12,49333,6.794158153044872,2.816181570456031e-09,6.919760430263391e-09,UniProt Subcellular
GO:0005789,endoplasmic reticulum membrane,367,6656,401,49333,6.783376219906963,1.7887124276844191e-276,5.127642292695335e-275,UniProt Subcellular
GO:0031966,mitochondrial membrane,63,6656,71,49333,6.576675497697725,4.172042245720416e-46,2.562825950942541e-45,UniProt Subcellular
GO:0000922,spindle pole,15,6656,17,49333,6.539831377262443,9.15297102138747e-12,2.6238516927977415e-11,UniProt Subcellular
GO:0005933,cellular bud,21,6656,24,49333,6.485332782451923,7.028917969182719e-16,2.6282041102161475e-15,UniProt Subcellular
GO:0005759,mitochondrial matrix,91,6656,106,49333,6.362968012971698,3.126899124180248e-63,2.987925829772237e-62,UniProt Subcellular
GO:0000932,P-body,28,6656,33,49333,6.288807546620046,4.9468875289383545e-20,2.239117513098413e-19,UniProt Subcellular
GO:0005758,mitochondrial intermembrane space,58,6656,69,49333,6.230216171962096,1.090422329924633e-39,6.251754691567897e-39,UniProt Subcellular
GO:0005935,cellular bud neck,71,6656,85,49333,6.191040370475113,6.529819102180609e-48,4.679703689896104e-47,UniProt Subcellular
GO:0005637,nuclear inner membrane,10,6656,12,49333,6.1765074118589745,1.0100178733761931e-07,2.0200357467523863e-07,UniProt Subcellular
GO:0005628,prospore membrane,17,6656,21,49333,6.000035771520147,5.554019185098733e-12,1.647053965236176e-11,UniProt Subcellular
GO:0045121,membrane raft,4,6656,5,49333,5.929447115384615,0.0014769228610196218,0.002189920104270474,UniProt Subcellular
GO:0005816,spindle pole body,35,6656,44,49333,5.895757074956294,6.651595468251896e-23,3.575232564185394e-22,UniProt Subcellular
GO:0030479,actin cortical patch,31,6656,41,49333,5.604050627345216,2.820929075215354e-19,1.1552376212786688e-18,UniProt Subcellular
GO:0048471,perinuclear region of cytoplasm,12,6656,16,49333,5.558856670673077,3.862695202865752e-08,7.909328272534635e-08,UniProt Subcellular
GO:0000407,phagophore assembly site,12,6656,16,49333,5.558856670673077,3.862695202865752e-08,7.909328272534635e-08,UniProt Subcellular
GO:0005778,peroxisomal membrane,34,6656,47,49333,5.361734093698854,5.626193404062682e-20,2.419263163746953e-19,UniProt Subcellular
GO:0005934,cellular bud tip,21,6656,30,49333,5.188266225961538,2.1809789918488606e-12,7.214007434577001e-12,UniProt Subcellular
GO:0005730,nucleolus,219,6656,339,49333,4.788159728131382,1.4559215789114685e-105,2.504185115727726e-104,UniProt Subcellular
GO:0010494,cytoplasmic stress granule,10,6656,16,49333,4.632380558894231,7.2829374149957564e-06,1.2782298320196634e-05,UniProt Subcellular
GO:0005654,nucleoplasm,17,6656,30,49333,4.200025040064102,3.284172602157895e-08,7.060971094639474e-08,UniProt Subcellular
GO:0005938,cell cortex,15,6656,29,49333,3.8336942556366047,1.041481161708981e-06,1.9056889341909016e-06,UniProt Subcellular
GO:0042597,periplasmic space,8,6656,16,49333,3.705904447115384,0.0005106774926676797,0.0007985138976258265,UniProt Subcellular
GO:0012505,endomembrane system,11,6656,23,49333,3.54477816680602,7.514658714255491e-05,0.0001242808941203793,UniProt Subcellular
GO:0005811,lipid droplet,44,6656,93,49333,3.506662272539289,3.4443343495365e-15,1.2342198085839126e-14,UniProt Subcellular
GO:0005743,mitochondrial inner membrane,218,6656,482,49333,3.352228918967443,4.3679704353619615e-65,4.695568218014109e-64,UniProt Subcellular
GO:0005741,mitochondrial outer membrane,68,6656,153,49333,3.294137286324786,9.146508863807013e-21,4.3699986793744616e-20,UniProt Subcellular
GO:0005886,plasma membrane,261,6656,588,49333,3.289935580602433,1.2862337589728824e-75,1.5802300467381125e-74,UniProt Subcellular
GO:0005737,cytoplasm,1483,6656,3531,49333,3.112917754218134,0.0,0.0,UniProt Subcellular
GO:0005634,nucleus,1449,6656,3539,49333,3.0346739439786337,0.0,0.0,UniProt Subcellular
GO:0005635,nuclear envelope,9,6656,22,49333,3.0321036385489513,0.0013878101069142198,0.0020938889332389986,UniProt Subcellular
GO:0005643,nuclear pore,42,6656,104,49333,2.9932305149778107,1.0190758584667867e-11,2.827113671875602e-11,UniProt Subcellular
GO:0005829,cytosol,53,6656,174,49333,2.257619950541556,4.9847833543516715e-09,1.1281351801953782e-08,UniProt Subcellular
GO:0005856,cytoskeleton,62,6656,213,49333,2.157427941043698,1.943190424317349e-09,5.178464141398455e-09,UniProt Subcellular
GO:0005739,mitochondrion,374,6656,1328,49333,2.087361842200533,3.864887240239304e-46,2.5567715589275398e-45,UniProt Subcellular
GO:0005694,chromosome,67,6656,240,49333,2.0691299829727563,2.997108470191671e-09,7.159759123235658e-09,UniProt Subcellular
GO:0000781,"chromosome, telomeric region",37,6656,136,49333,2.0164480079892533,1.7498234079916513e-05,3.00969626174564e-05,UniProt Subcellular
GO:0005794,Golgi apparatus,81,6656,315,49333,1.9058937156593407,4.981989963831613e-09,1.1281351801953782e-08,UniProt Subcellular
GO:0005777,peroxisome,29,6656,117,49333,1.8371150250657462,0.0007325189345236192,0.0011249397923041294,UniProt Subcellular
GO:0000775,"chromosome, centromeric region",21,6656,89,49333,1.7488537840319793,0.006789366837699535,0.009417508839389679,UniProt Subcellular
GO:0016020,membrane,450,6656,2686,49333,1.2417401349232486,4.341099546111995e-07,8.115968716644165e-07,UniProt Subcellular
