go_term,go_term_label,method_count,method_total,term_total,total_annotations,fold_enrichment,p_value,p_adjusted,method_name
GO:0000353,formation of quadruple SL/U4/U5/U6 snRNP,13,756,13,62175,82.2420634920635,1.1462140067748237e-25,5.731070033874118e-25,Rfam
GO:0035195,miRNA-mediated post-transcriptional gene silencing,144,756,144,62175,82.2420634920635,9.319112370585673e-283,4.193600566763553e-281,Rfam
GO:0005687,U4 snRNP,5,756,5,62175,82.2420634920635,2.6232748290271207e-10,6.558187072567802e-10,Rfam
GO:0060259,regulation of feeding behavior,4,756,4,62175,82.24206349206348,2.1687715345138977e-08,4.436123593323882e-08,Rfam
GO:0006617,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",2,756,2,62175,82.24206349206348,0.00014765363542752871,0.0002657765437695517,Rfam
GO:0046536,dosage compensation complex,4,756,4,62175,82.24206349206348,2.1687715345138977e-08,4.436123593323882e-08,Rfam
GO:0030533,triplet codon-amino acid adaptor activity,89,756,89,62175,82.24206349206348,1.742166264111977e-173,2.613249396167966e-172,Rfam
GO:0000348,mRNA branch site recognition,8,756,8,62175,82.24206349206348,4.60580095148573e-16,1.8841912983350717e-15,Rfam
GO:0016442,RISC complex,105,756,106,62175,81.46619496855345,4.809141049044562e-203,1.0820567360350264e-201,Rfam
GO:0000244,spliceosomal tri-snRNP complex assembly,15,756,16,62175,77.10193452380952,2.5873461182331336e-28,1.4553821915061375e-27,Rfam
GO:0045131,pre-mRNA branch point binding,8,756,9,62175,73.10405643738977,4.100886864197133e-15,1.537832574073925e-14,Rfam
GO:0030627,pre-mRNA 5'-splice site binding,6,756,7,62175,70.49319727891157,2.195263767912077e-11,6.174179347252716e-11,Rfam
GO:0017070,U6 snRNA binding,5,756,6,62175,68.53505291005291,1.558120604376226e-09,3.6902856419436934e-09,Rfam
GO:0005686,U2 snRNP,7,756,9,62175,63.966049382716044,1.3473740846431155e-12,4.663987216072324e-12,Rfam
GO:0000395,mRNA 5'-splice site recognition,6,756,8,62175,61.68154761904761,8.690273259070457e-11,2.3003664509304152e-10,Rfam
GO:0005682,U5 snRNP,7,756,10,62175,57.56944444444444,4.4439149050053436e-12,1.333174471501603e-11,Rfam
GO:0006396,RNA processing,85,756,142,62175,49.22940420299575,1.64916178257254e-125,1.8553070053941076e-124,Rfam
GO:0046540,U4/U6 x U5 tri-snRNP complex,13,756,22,62175,48.59758297258297,5.1567048323230674e-20,2.3205171745453803e-19,Rfam
GO:0006955,immune response,4,756,7,62175,46.99546485260771,7.372555840433406e-07,1.4424565774761012e-06,Rfam
GO:0031507,heterochromatin formation,8,756,15,62175,43.86243386243386,2.74901081876966e-12,8.836106203188193e-12,Rfam
GO:0005685,U1 snRNP,3,756,7,62175,35.24659863945578,6.042879899036575e-05,0.00011330399810693579,Rfam
GO:0015030,Cajal body,6,756,15,62175,32.8968253968254,1.4444836973830297e-08,3.250088319111817e-08,Rfam
GO:0005730,nucleolus,85,756,265,62175,26.37952979934112,1.5840205743564825e-95,1.4256185169208344e-94,Rfam
GO:0003735,structural constituent of ribosome,48,756,199,62175,19.837281646326876,1.780870338129589e-47,1.3356527535971919e-46,Rfam
GO:0005840,ribosome,48,756,340,62175,11.610644257703083,7.933799517333887e-36,5.100299689714642e-35,Rfam
GO:0016607,nuclear speck,4,756,32,62175,10.280257936507935,0.0005948881024186037,0.0010296140234168142,Rfam
